"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude","location","language","profileImageURL"
"13","""#Motorola released Gallery #app to #Google #Play with new UI"" #android #mobile https://t.co/5rsNVz48TQ",FALSE,0,NA,2017-01-17 13:02:59,FALSE,NA,"821342051354689536",NA,"<a href=""http://www.google.com"" rel=""nofollow"">KimberlyKlemt</a>","KimberlyKlemt",0,FALSE,FALSE,NA,NA,"","en","http://pbs.twimg.com/profile_images/796522458052493313/8PrFKDon_normal.jpg"
"14","Ahórrate 326,45€ en Motorola Moto X Style - Sma... de #motorola comprándolo por 284,00€ #oferta… https://t.co/wf18gXzSvc",FALSE,0,NA,2017-01-17 12:43:40,TRUE,NA,"821337189778882560",NA,"<a href=""http://amazonea.me"" rel=""nofollow"">amazonea.me</a>","pricemonkey_es",0,FALSE,FALSE,NA,NA,"Zaragoza, Aragón","es","http://pbs.twimg.com/profile_images/749499134827200512/fwPdTiXk_normal.jpg"
"15","Lenovo's struggle to fix Motorola #Lenovo #Motorola https://t.co/8yF4lipPfA",FALSE,0,NA,2017-01-17 12:42:19,FALSE,NA,"821336851856453632",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","sranjitETIG",0,FALSE,FALSE,NA,NA,"Mumbai, India","en","http://pbs.twimg.com/profile_images/730098807141183489/UQRT33Ct_normal.jpg"
"16","""#Motorola aiming to #launch $50 #smartphone"" #android #mobile https://t.co/V53uE6RlDq",FALSE,0,NA,2017-01-17 12:40:33,FALSE,NA,"821336404936507394",NA,"<a href=""http://www.google.com"" rel=""nofollow"">KimberlyKlemt</a>","KimberlyKlemt",0,FALSE,FALSE,NA,NA,"","en","http://pbs.twimg.com/profile_images/796522458052493313/8PrFKDon_normal.jpg"
"17","#NosMorimosPorVivir una gran #experiencia con #CarcasasPTC. Tenemos modelos de: #Iphone #Ipad #Samsung #Nokia… https://t.co/VG33kvMjQ3",FALSE,0,NA,2017-01-17 12:38:00,TRUE,NA,"821335765795872772",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","CarcasasPTC",0,FALSE,FALSE,NA,NA,"Barcelona","es","http://pbs.twimg.com/profile_images/2622102002/logo-twitter_normal.jpg"
"18","THE Gadget Sleeve Shop | https://t.co/CrDbc3VZNW | #HTConeM8 #SurfacePro3 #GalaxS5 #iPhone #Nexus #Motorola #Lumia #Kindle",FALSE,0,NA,2017-01-17 12:30:11,FALSE,NA,"821333797870374912",NA,"<a href=""http://ifttt.com"" rel=""nofollow"">IFTTT</a>","crafterei",0,FALSE,FALSE,NA,NA,"","de","http://pbs.twimg.com/profile_images/378800000701863580/f13149c429b03bf8f746cd4b379c539a_normal.jpeg"
"19","""Official #Motorola #Blog: Motorola to Join Lenovo to Create a Truly Global #Smartphone Company"" #android #mobile https://t.co/5WzPk4YfcX",FALSE,0,NA,2017-01-17 12:16:22,FALSE,NA,"821330318271610880",NA,"<a href=""http://www.google.com"" rel=""nofollow"">KimberlyKlemt</a>","KimberlyKlemt",0,FALSE,FALSE,NA,NA,"","en","http://pbs.twimg.com/profile_images/796522458052493313/8PrFKDon_normal.jpg"
"20","RT @casiefreeman2: #motorola #babyphone im test 5 https://t.co/eQLXLcJHJo https://t.co/3vd6Ciybfs",FALSE,0,NA,2017-01-17 12:11:05,FALSE,NA,"821328989696458753",NA,"<a href=""https://twitter.com/PaulayulYul"" rel=""nofollow"">PaulayulYul</a>","Kraeuterhaus",2,TRUE,FALSE,NA,NA,"Georgia, USA","de","http://pbs.twimg.com/profile_images/809484906820734977/zNLm9CCS_normal.jpg"
"21","Dica do dia. Não compre um Motorola, ele irá estragar em menos de três meses de uso! #FicaDica #Motorola #NãoCompreMotorola #MotoZPlay",FALSE,0,NA,2017-01-17 12:01:56,FALSE,NA,"821326689452048384",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","dhionycosta",0,FALSE,FALSE,NA,NA,"Rondônia / Brasil","pt","http://pbs.twimg.com/profile_images/3186176669/cfe548ef214c4c3b768f69e263d53805_normal.jpeg"
"22","#Motorola Moto Surround Wireless Bluetooth Headsets With Mic for 57% off Grab it now https://t.co/XoO0KiQqtT https://t.co/cwsbvM06Nc",FALSE,0,NA,2017-01-17 11:55:08,FALSE,NA,"821324978297700353",NA,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>","desi_dime",0,FALSE,FALSE,NA,NA,"Mumbai, Maharashtra","en","http://pbs.twimg.com/profile_images/811482899505516545/GWI4M6I__normal.jpg"
"23","Motorola Moto G4 Play to receive Android Nougat by January end  https://t.co/SS3jktYyH4 #Motorola",FALSE,1,NA,2017-01-17 10:46:25,FALSE,NA,"821307682061774848",NA,"<a href=""http://www.gizbot.com/"" rel=""nofollow"">gizbotcom</a>","gizbotcom",0,FALSE,FALSE,NA,NA,"","en","http://pbs.twimg.com/profile_images/768902084141867008/DUbt_bdQ_normal.jpg"
"24","#Motorola SL1600: an incredibly easy to use, lightweight and sleek digital radio.
Link: https://t.co/WniniUFEGC… https://t.co/HBTu7mPPvO",FALSE,0,NA,2017-01-17 10:35:50,TRUE,NA,"821305020234797057",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","DirectRadiosUK",0,FALSE,FALSE,NA,NA,"England, United Kingdom","en","http://pbs.twimg.com/profile_images/791960743075643393/5G5LhyT2_normal.jpg"
"25","TI archive: Motorola Quietly Updates the Moto Hint with Better Battery Life and Improved https://t.co/qbYUjxyVnr #audio #motohint #motorola",FALSE,0,NA,2017-01-17 10:28:56,FALSE,NA,"821303284434694144",NA,"<a href=""http://www.ajaymatharu.com/"" rel=""nofollow"">Tweet Old Post</a>","techislet",0,FALSE,FALSE,NA,NA,"Lagos, Nigeria","en","http://pbs.twimg.com/profile_images/640893185158352896/TMGmsF0r_normal.png"
"26","RT @casiefreeman2: #motorola #babyphone im test 5 https://t.co/eQLXLcJHJo https://t.co/3vd6Ciybfs",FALSE,0,NA,2017-01-17 10:18:05,FALSE,NA,"821300552822882304",NA,"<a href=""https://twitter.com/CazArabel"" rel=""nofollow"">CazArabel01</a>","an6el177",2,TRUE,FALSE,NA,NA,"Alabama, USA","de","http://pbs.twimg.com/profile_images/811990248691527680/opzOFezq_normal.jpg"
"27","Motorola WX160 https://t.co/3QPweiP7aQ #Motorola",FALSE,0,NA,2017-01-17 10:02:02,FALSE,NA,"821296512739266560",NA,"<a href=""http://de.apacelli.com"" rel=""nofollow"">detwi</a>","deapacelli",0,FALSE,FALSE,NA,NA,"","ru","http://pbs.twimg.com/profile_images/650384284973338624/pDMdWQXI_normal.jpg"
"28","RT @AmMoshe: #Motorola SMART RIDER M990 #Car Cellular #Phone Gsm With #GPS Tested  Work #Motorola https://t.co/woZflwASMm https://t.co/s0Gn…",FALSE,0,NA,2017-01-17 09:39:05,FALSE,NA,"821290740252864512",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","jazzyjunker54",266,TRUE,FALSE,NA,NA,"","en","http://pbs.twimg.com/profile_images/610124840536637440/WJimZyOx_normal.jpg"
"29","RT @AmMoshe: #Motorola T305 #Bluetooth Portable #Car Speakerphone With Usb Car Charger #Motorola https://t.co/wgvMTXJOKe https://t.co/LGxzE…",FALSE,0,NA,2017-01-17 09:38:58,FALSE,NA,"821290707101118464",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","jazzyjunker54",60,TRUE,FALSE,NA,NA,"","en","http://pbs.twimg.com/profile_images/610124840536637440/WJimZyOx_normal.jpg"
"30","Here's a broader look at the #Lenovo- #Motorola deal https://t.co/O4Yg31AVYA via @WSJ",FALSE,0,NA,2017-01-17 09:32:55,FALSE,NA,"821289186711900160",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","restyworo",0,FALSE,FALSE,NA,NA,"Jakarta","en","http://pbs.twimg.com/profile_images/768998682641346560/7LwFdamT_normal.jpg"
"31","#motorola #babyphone im test 5 https://t.co/eQLXLcJHJo https://t.co/3vd6Ciybfs",FALSE,1,NA,2017-01-17 09:31:07,FALSE,NA,"821288733458726912",NA,"<a href=""https://twitter.com/casiefreeman2"" rel=""nofollow"">casiefreeman2</a>","casiefreeman2",2,FALSE,FALSE,NA,NA,"Georgia, USA","de","http://pbs.twimg.com/profile_images/795601661695651840/VtiDM1T8_normal.jpg"
"32","Já leu? -&gt; Celulares Bons, Bonitos e Baratos https://t.co/oHujpcx0yr #asus #barato #celular #motorola #samsung",FALSE,0,NA,2017-01-17 09:19:21,FALSE,NA,"821285772422770688",NA,"<a href=""http://www.ajaymatharu.com/"" rel=""nofollow"">Tweet Old Post</a>","helielbraga",0,FALSE,FALSE,NA,NA,"Brasil","en","http://pbs.twimg.com/profile_images/758433511946784769/QV-jtA5G_normal.jpg"
"33","#Lenovo <U+043F><U+0440><U+0435><U+0434><U+0441><U+0442><U+0430><U+0432><U+0438><U+0442> <U+043D><U+0430> MWC 2017 <U+043D><U+043E><U+0432><U+044B><U+0435> <U+0441><U+043C><U+0430><U+0440><U+0442><U+0444><U+043E><U+043D><U+044B> Moto https://t.co/0dt3Hjh2mY #<U+043C><U+043E><U+0431><U+0438><U+043B><U+044C><U+043D><U+044B><U+0435><U+0442><U+0435><U+043B><U+0435><U+0444><U+043E><U+043D><U+044B><U+0441><U+043C><U+0430><U+0440><U+0442><U+0444><U+043E><U+043D><U+044B> #motorola",FALSE,0,NA,2017-01-17 08:42:00,FALSE,NA,"821276371213230080",NA,"<a href=""http://www.google.com/"" rel=""nofollow"">Google</a>","devicebox_ru",0,FALSE,FALSE,NA,NA,"<U+0411><U+0435><U+043B><U+0430><U+0440><U+0443><U+0441><U+044C>, <U+041C><U+0438><U+043D><U+0441><U+043A>","ru","http://pbs.twimg.com/profile_images/788109761829011457/dg8Qos1Y_normal.jpg"
"34","""It's Time! Moto 360 by #Motorola powered by #Android Wear"" #mobile https://t.co/wNpQqIs0Fz",FALSE,0,NA,2017-01-17 08:32:43,FALSE,NA,"821274038035222528",NA,"<a href=""http://www.google.com"" rel=""nofollow"">KimberlyKlemt</a>","KimberlyKlemt",0,FALSE,FALSE,NA,NA,"","en","http://pbs.twimg.com/profile_images/796522458052493313/8PrFKDon_normal.jpg"
"35","Lenovo thought it knew how to fix tarnished brands—then it bought Motorola https://t.co/AExkBgYQDk via @WSJ, #Lenovo, #Motorola",FALSE,0,NA,2017-01-17 08:00:41,FALSE,NA,"821265974527721472",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","giovanniserlijn",0,FALSE,FALSE,NA,NA,"Amsterdam","en","http://pbs.twimg.com/profile_images/1147595819/DSCN1890_edited_normal.JPG"
"36","Security https://t.co/IpKTJGrzrI #carolina #fxd #icom #motorola #news #security #police #doorman #nightclub #sia #closeprotection #bouncer",FALSE,0,NA,2017-01-17 06:10:30,FALSE,NA,"821238247548473344",NA,"<a href=""http://www.news4security.com/"" rel=""nofollow"">News4Security Application</a>","News4Security",0,FALSE,FALSE,NA,NA,"London","en","http://pbs.twimg.com/profile_images/441269477619945472/3PcuWW16_normal.jpeg"
"37","Motorola's AP-7131 https://t.co/8AOSo30zKG #Motorola",FALSE,0,NA,2017-01-17 06:05:02,FALSE,NA,"821236871900655616",NA,"<a href=""http://de.apacelli.com"" rel=""nofollow"">detwi</a>","deapacelli",0,FALSE,FALSE,NA,NA,"","ru","http://pbs.twimg.com/profile_images/650384284973338624/pDMdWQXI_normal.jpg"
"38","Motorola Surround-SF520 Wireless Headset With Mic @ 2999
#Flipkart #Motorola #Offer 
https://t.co/hO5JuPcBGr https://t.co/RrxApfZsil",FALSE,0,NA,2017-01-17 06:00:59,FALSE,NA,"821235851761827840",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","couponfunds",0,FALSE,FALSE,NA,NA,"India","en","http://pbs.twimg.com/profile_images/816358149460344832/9wbwiNPX_normal.jpg"
"39","RT @AmMoshe: Check out Motorola T305 Bluetooth Portable Car Speakerphone With Usb Car Charger #Motorola https://t.co/wgvMTXJOKe via @eBay",FALSE,0,NA,2017-01-17 04:46:40,FALSE,NA,"821217147280097281",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","mook1971",2,TRUE,FALSE,NA,NA,"sweet home chicago","en","http://pbs.twimg.com/profile_images/587266290181476354/ckW_eqo1_normal.jpg"
"40","#sky #mobilephotography #motorola #motog4plus #awesomeness #awesome #beautiful #beauty #loveit… https://t.co/iXwnnKVMKL",FALSE,0,NA,2017-01-17 04:44:49,FALSE,NA,"821216683159330816",NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","slimshady39",0,FALSE,FALSE,NA,NA,"india","en","http://pbs.twimg.com/profile_images/820545523467907072/r3acFBO4_normal.jpg"
"41","Insisto el mejor celular que he tenido, amaba la cámara de ese cel #DroidRazr #Motorola… https://t.co/gOy7hCPLoI",FALSE,0,NA,2017-01-17 04:15:32,FALSE,NA,"821209314333442048",NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","DebbyCamposeco",0,FALSE,FALSE,NA,NA,"Guatemala","es","http://pbs.twimg.com/profile_images/817964550825930752/tNH7lA7O_normal.jpg"
"42","#motorola #moto #g5 #plus #review
 https://t.co/EBjwuUjXJp",FALSE,0,NA,2017-01-17 03:56:02,FALSE,NA,"821204406200922112",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","LivEvent22",0,FALSE,FALSE,NA,NA,"Giza, Egypt","en","http://pbs.twimg.com/profile_images/673693685020680192/RtZmceyZ_normal.jpg"
"43","RT @spc_rvld: #motog5plus specifications: https://t.co/8E6ZIOp2Ti

#youtube #motorola https://t.co/5cGyJhDugS",FALSE,0,NA,2017-01-17 03:48:39,FALSE,NA,"821202547331493888",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","akshaym23",1,TRUE,FALSE,NA,NA," India","en","http://pbs.twimg.com/profile_images/815232587878825988/OdAotApE_normal.jpg"
"44","https://t.co/9b4l1i4Hbz #gtm #kit4security #montana2 #motorola #news #security #police #doorman #nightclub #sia #closeprotection #bouncer",FALSE,0,NA,2017-01-17 03:41:25,FALSE,NA,"821200729998237696",NA,"<a href=""http://www.news4security.com/"" rel=""nofollow"">News4Security Application</a>","News4Security",0,FALSE,FALSE,NA,NA,"London","en","http://pbs.twimg.com/profile_images/441269477619945472/3PcuWW16_normal.jpeg"
"45","Chinese new year is approaching~See our newest phone case for Motorola xplus #joritaphonecase #motorolaphonecase… https://t.co/7CjOwdFl9q",FALSE,0,NA,2017-01-17 03:35:43,TRUE,NA,"821199294904541185",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","jorita_molly",0,FALSE,FALSE,NA,NA,"<U+5E7F><U+4E1C>, <U+4E2D><U+534E><U+4EBA><U+6C11><U+5171><U+548C><U+56FD>","zh-cn","http://pbs.twimg.com/profile_images/813652545428033536/Cul76gHJ_normal.jpg"
"46","#luna #playa #motorola #g4 https://t.co/lWh6fGZPtT",FALSE,0,NA,2017-01-17 03:21:32,FALSE,NA,"821195725367287809",NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","ArielPetruzeli",0,FALSE,FALSE,NA,NA,"San Martín, Argentina","es","http://pbs.twimg.com/profile_images/793221570944786432/1PKsRtAu_normal.jpg"
"47","#New post #Motorola Moto G XT1032 - 8GB - Black (Unlocked) Smartphone - https://t.co/MICVjo8fHH https://t.co/PoYG6FBeR9",FALSE,0,NA,2017-01-17 03:21:03,FALSE,NA,"821195604302897152",NA,"<a href=""https://www.shopnet.one/"" rel=""nofollow"">ShopNet</a>","ShopNetOne",0,FALSE,FALSE,NA,NA,"United States","en","http://pbs.twimg.com/profile_images/819352377941704706/lnpcaxqx_normal.jpg"
"48","... https://t.co/Vtzd63iQ0E #barcelona #features #mitgbegr #mobile #modell-oneplus #motorola #phone #smartphones #verfahren",FALSE,0,NA,2017-01-17 03:11:26,FALSE,NA,"821193183988162560",NA,"<a href=""http://winthecustomer.com/"" rel=""nofollow"">Win the Customer</a>","iFreeString",0,FALSE,FALSE,NA,NA,"FFM / Deutschland ","de","http://pbs.twimg.com/profile_images/2554268437/B66DF0B8-A485-4ECC-82F0-AB9245A9237C_normal"
"49","<U+683C><U+5B89><U+30B9><U+30DE><U+30DB><U+5C02><U+9580><U+5E97><U+2605><U+30E2><U+30D0><U+30A4><U+30EB><U+30E9><U+30DC>
#FUJITSU #FREETEL #HUAWEI #ASUS #motorola #ZTE #alcatel #blackberry <U+306A><U+3069><U+3002>
<U+5927><U+9808><U+3067><U+4E00><U+756A><U+306E><U+54C1><U+63C3><U+3048><U+3067><U+3059><U+3003>o(*´<U+25BD>`*)o<U+3003> <U+3054><U+8981><U+671B><U+306E><U+6A5F><U+7A2E><U+304C><U+306A><U+3044><U+5834><U+5408><U+306F><U+5728><U+5EAB><U+78BA><U+8A8D><U+3057><U+307E><U+3059>!!",FALSE,0,NA,2017-01-17 03:05:44,FALSE,NA,"821191750551150592",NA,"<a href=""http://twittbot.net/"" rel=""nofollow"">twittbot.net</a>","gigasmediaosu",0,FALSE,FALSE,NA,NA,"<U+5927><U+9808>","ja","http://pbs.twimg.com/profile_images/805705890649161728/LLIP62E-_normal.jpg"
"50","THE Gadget Sleeve Shop | https://t.co/Nc8XdLQIUB | #HTConeM8 #SurfacePro3 #GalaxS5 #iPhone #Nexus #Motorola #Lumia #Kindle",FALSE,0,NA,2017-01-17 02:15:10,FALSE,NA,"821179022952529920",NA,"<a href=""http://ifttt.com"" rel=""nofollow"">IFTTT</a>","iPhone_Sleeves",0,FALSE,FALSE,NA,NA,"","de","http://pbs.twimg.com/profile_images/483236362930225152/5l_E8yDl_normal.jpeg"
"51","Great in depth #China #merger article: #Lenovo Thought It Knew How to Fix Tarnished Brands—Then It Bought #Motorola https://t.co/DFzdg1VF5D",FALSE,0,NA,2017-01-17 00:48:51,FALSE,NA,"821157298747899904",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","StefanHofmeyer",0,FALSE,FALSE,NA,NA,"San Francisco, CA","en","http://pbs.twimg.com/profile_images/565729999722786816/wrTn0mRd_normal.jpeg"
"52","RT @AmMoshe: #Motorola T305 #Bluetooth Portable #Car Speakerphone With Usb Car Charger #Motorola https://t.co/wgvMTXJOKe https://t.co/LGxzE…",FALSE,0,NA,2017-01-17 00:43:41,FALSE,NA,"821155998643716097",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","BDRFarm",60,TRUE,FALSE,NA,NA,"Texas, USA","en","http://pbs.twimg.com/profile_images/798524695255666688/hIxA_GJv_normal.jpg"
"53","THE Gadget Sleeve Shop | https://t.co/CrDbc3VZNW | #HTConeM8 #SurfacePro3 #GalaxS5 #iPhone #Nexus #Motorola #Lumia #Kindle",FALSE,0,NA,2017-01-17 00:15:16,FALSE,NA,"821148850257883136",NA,"<a href=""http://ifttt.com"" rel=""nofollow"">IFTTT</a>","crafterei",0,FALSE,FALSE,NA,NA,"","de","http://pbs.twimg.com/profile_images/378800000701863580/f13149c429b03bf8f746cd4b379c539a_normal.jpeg"
"54","#kolobo_season pix of the day... #16th of January... #be_honest mine was number 4... 
#motorola… https://t.co/ovxzwFek3x",FALSE,0,NA,2017-01-16 23:38:18,FALSE,NA,"821139544875696129",NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","chinonso_oskool",0,FALSE,FALSE,NA,NA,"Lagos,Nigeria","en","http://pbs.twimg.com/profile_images/788027031510450177/oF0qzUzN_normal.jpg"
"55","THE Gadget Sleeve Shop | https://t.co/CrDbc4dAFu | #HTConeM8 #SurfacePro3 #GalaxS5 #iPhone #Nexus #Motorola #Lumia #Kindle",FALSE,0,NA,2017-01-16 23:30:05,FALSE,NA,"821137478891380737",NA,"<a href=""http://ifttt.com"" rel=""nofollow"">IFTTT</a>","crafterei",0,FALSE,FALSE,NA,NA,"","de","http://pbs.twimg.com/profile_images/378800000701863580/f13149c429b03bf8f746cd4b379c539a_normal.jpeg"
"56","LG... https://t.co/idbIFKk5qn #akkulaufzeit #ausgestattet #deal #gelegenheit #motorola #motorola-moto #nachfolger #snapdragon #versand",FALSE,0,NA,2017-01-16 23:10:52,FALSE,NA,"821132643194597376",NA,"<a href=""http://winthecustomer.com/"" rel=""nofollow"">Win the Customer</a>","iFreeString",0,FALSE,FALSE,NA,NA,"FFM / Deutschland ","de","http://pbs.twimg.com/profile_images/2554268437/B66DF0B8-A485-4ECC-82F0-AB9245A9237C_normal"
"57","Not easy to save an old mobile phone brand, #Lenovo's failures with #Motorola, and now we see similar with #Nokia https://t.co/qoTcdWJqjM",FALSE,0,NA,2017-01-16 23:05:50,FALSE,NA,"821131375705100289",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","jahven",0,FALSE,FALSE,NA,NA,"London - San Francisco - HK","en","http://pbs.twimg.com/profile_images/607473236993929216/R1PcCUQO_normal.jpg"
"58","TI archive: Motorola brands will cease to exist From Smartphones In 20 https://t.co/iBiGSPGrT6 #ces2016 #lenovo #motorola #smartphones #zte",FALSE,0,NA,2017-01-16 22:50:27,FALSE,NA,"821127502546538496",NA,"<a href=""http://www.ajaymatharu.com/"" rel=""nofollow"">Tweet Old Post</a>","techislet",0,FALSE,FALSE,NA,NA,"Lagos, Nigeria","en","http://pbs.twimg.com/profile_images/640893185158352896/TMGmsF0r_normal.png"
